GeneID	H(c|x)	p_e
si:ch211-253b8.2	6.2944e-01	2.7455e-01
igfbp5b	6.2945e-01	2.7456e-01
LT631684.1	6.2947e-01	2.7457e-01
wdr47b	6.2948e-01	2.7458e-01
atp6v1h	6.2949e-01	2.7459e-01
lyn	6.2950e-01	2.7460e-01
FQ311927.1	6.2951e-01	2.7460e-01
cers2b	6.2952e-01	2.7461e-01
smyd1a	6.2954e-01	2.7462e-01
elavl2	6.2954e-01	2.7463e-01
gnmt	6.2955e-01	2.7463e-01
foxred1	6.2956e-01	2.7464e-01
tulp1b	6.2956e-01	2.7464e-01
ckmb	6.2956e-01	2.7464e-01
znf1005	6.2956e-01	2.7464e-01
jupa	6.2957e-01	2.7465e-01
snapc5	6.2957e-01	2.7465e-01
lingo4a	6.2957e-01	2.7465e-01
rnf26	6.2958e-01	2.7466e-01
urod	6.2959e-01	2.7467e-01
ccdc166	6.2960e-01	2.7468e-01
pgrmc1	6.2962e-01	2.7469e-01
si:ch211-266o15.1	6.2962e-01	2.7469e-01
xpa	6.2964e-01	2.7470e-01
zswim2	6.2964e-01	2.7471e-01
alk	6.2965e-01	2.7471e-01
sem1	6.2965e-01	2.7471e-01
si:ch211-27e6.1	6.2965e-01	2.7471e-01
ccdc175	6.2965e-01	2.7471e-01
si:dkey-78l4.11	6.2967e-01	2.7473e-01
ncam1a	6.2968e-01	2.7473e-01
mef2b	6.2968e-01	2.7473e-01
twsg1a	6.2968e-01	2.7474e-01
tpi1a	6.2969e-01	2.7474e-01
gpatch8	6.2969e-01	2.7475e-01
arpp19a	6.2970e-01	2.7476e-01
fbxl22	6.2971e-01	2.7476e-01
zgc:171459	6.2971e-01	2.7476e-01
sepsecs	6.2971e-01	2.7476e-01
necap2	6.2973e-01	2.7477e-01
vps26b	6.2973e-01	2.7477e-01
vcpkmt	6.2974e-01	2.7478e-01
dnajc6	6.2974e-01	2.7478e-01
mecom	6.2976e-01	2.7480e-01
wwp2	6.2976e-01	2.7480e-01
zgc:110249	6.2976e-01	2.7480e-01
nabp1b	6.2977e-01	2.7480e-01
ppp1r2	6.2980e-01	2.7483e-01
si:cabz01102082.1	6.2981e-01	2.7483e-01
si:dkeyp-67f1.2	6.2981e-01	2.7484e-01
cbfb	6.2982e-01	2.7484e-01
ca8	6.2983e-01	2.7486e-01
notch2	6.2985e-01	2.7487e-01
rce1a	6.2986e-01	2.7487e-01
cfap52	6.2987e-01	2.7488e-01
kcnb2	6.2987e-01	2.7488e-01
si:ch73-376l24.3	6.2987e-01	2.7488e-01
galnt18a	6.2987e-01	2.7488e-01
BX548073.11	6.2989e-01	2.7490e-01
zgc:174222	6.2989e-01	2.7490e-01
FO704858.1	6.2990e-01	2.7491e-01
si:ch211-220f16.2	6.2991e-01	2.7491e-01
CR854980.1	6.2991e-01	2.7492e-01
si:ch211-261n11.3	6.2992e-01	2.7493e-01
galt	6.2992e-01	2.7493e-01
aff3	6.2993e-01	2.7493e-01
trim9	6.2994e-01	2.7494e-01
nostrin	6.2994e-01	2.7494e-01
ftr32	6.2995e-01	2.7494e-01
rasl10a	6.2995e-01	2.7494e-01
atxn1a	6.2996e-01	2.7495e-01
dmrt1	6.2997e-01	2.7496e-01
gorasp1b	6.2997e-01	2.7496e-01
si:dkey-261j4.4	6.2997e-01	2.7496e-01
sall2	6.3000e-01	2.7498e-01
oxt	6.3002e-01	2.7500e-01
gper1	6.3003e-01	2.7501e-01
tjap1	6.3004e-01	2.7501e-01
sema3ab	6.3004e-01	2.7501e-01
stap2b	6.3005e-01	2.7502e-01
si:dkeyp-107f9.2	6.3006e-01	2.7503e-01
CR339041.2	6.3007e-01	2.7504e-01
nme3	6.3009e-01	2.7505e-01
crebbpb	6.3010e-01	2.7506e-01
abcc8	6.3010e-01	2.7506e-01
CABZ01070469.1	6.3012e-01	2.7507e-01
znf1133	6.3012e-01	2.7507e-01
pcdh8	6.3012e-01	2.7508e-01
AL627305.1	6.3012e-01	2.7508e-01
myl10	6.3013e-01	2.7508e-01
pygl	6.3013e-01	2.7508e-01
adal	6.3013e-01	2.7509e-01
rabggta	6.3015e-01	2.7510e-01
pcxb	6.3015e-01	2.7510e-01
LO018680.1	6.3015e-01	2.7510e-01
si:ch211-116o3.3	6.3017e-01	2.7511e-01
phf14	6.3017e-01	2.7511e-01
rp2	6.3017e-01	2.7512e-01
postna	6.3018e-01	2.7512e-01
zgc:162324	6.3018e-01	2.7512e-01
tbcd	6.3019e-01	2.7513e-01
slc47a1	6.3019e-01	2.7513e-01
CABZ01069436.1	6.3019e-01	2.7513e-01
nfkbiaa	6.3020e-01	2.7514e-01
cluhb	6.3022e-01	2.7515e-01
galnt16	6.3022e-01	2.7516e-01
zbtb2b	6.3022e-01	2.7516e-01
si:ch211-211k8.4	6.3023e-01	2.7516e-01
WDR7	6.3023e-01	2.7516e-01
bicc1b	6.3023e-01	2.7516e-01
dock1	6.3025e-01	2.7518e-01
tmem8a	6.3026e-01	2.7518e-01
si:ch211-212g7.6	6.3027e-01	2.7519e-01
zgc:153935	6.3027e-01	2.7519e-01
trim35-10	6.3027e-01	2.7520e-01
ZNF512B	6.3028e-01	2.7520e-01
eif4g3b	6.3028e-01	2.7520e-01
arfip2b	6.3029e-01	2.7521e-01
nkl.4	6.3030e-01	2.7521e-01
myh6	6.3030e-01	2.7522e-01
hccsa.1	6.3032e-01	2.7523e-01
si:ch211-204a13.2	6.3033e-01	2.7524e-01
zgc:161969	6.3035e-01	2.7525e-01
fign	6.3035e-01	2.7526e-01
tbc1d25	6.3035e-01	2.7526e-01
tmed1a	6.3036e-01	2.7526e-01
CR385050.1	6.3036e-01	2.7526e-01
miox	6.3036e-01	2.7527e-01
ptgs2a	6.3037e-01	2.7527e-01
banp	6.3037e-01	2.7527e-01
CR936408.1	6.3037e-01	2.7527e-01
rem2	6.3038e-01	2.7528e-01
map4k5	6.3038e-01	2.7528e-01
uchl1	6.3040e-01	2.7529e-01
phf20a	6.3041e-01	2.7530e-01
slc25a25a	6.3043e-01	2.7531e-01
si:dkey-156m2.3	6.3043e-01	2.7532e-01
txnipa	6.3044e-01	2.7532e-01
zgc:158343	6.3044e-01	2.7532e-01
si:ch211-175l6.1	6.3044e-01	2.7533e-01
zgc:162198	6.3046e-01	2.7534e-01
CABZ01044156.1	6.3046e-01	2.7534e-01
slc45a4	6.3047e-01	2.7535e-01
si:dkey-193b15.5	6.3047e-01	2.7535e-01
clint1a	6.3047e-01	2.7535e-01
gra	6.3048e-01	2.7536e-01
iqce	6.3048e-01	2.7536e-01
si:dkey-109a10.2	6.3048e-01	2.7536e-01
prr13	6.3049e-01	2.7536e-01
tapbp.1	6.3049e-01	2.7536e-01
pvalb6	6.3049e-01	2.7536e-01
si:ch211-282j17.2	6.3051e-01	2.7538e-01
gpr182	6.3052e-01	2.7539e-01
angptl5	6.3053e-01	2.7539e-01
tyk2	6.3055e-01	2.7541e-01
kctd12.1	6.3055e-01	2.7541e-01
ddhd1b	6.3055e-01	2.7541e-01
lhcgr	6.3056e-01	2.7541e-01
TMCC1 (1 of many)	6.3056e-01	2.7542e-01
tnnt2e	6.3056e-01	2.7542e-01
myoz1a	6.3057e-01	2.7542e-01
si:ch211-194m7.5	6.3057e-01	2.7543e-01
ccdc172	6.3058e-01	2.7543e-01
nmrk2	6.3059e-01	2.7544e-01
igfbp6b	6.3059e-01	2.7544e-01
spp1	6.3059e-01	2.7544e-01
gnb2	6.3060e-01	2.7545e-01
akap7	6.3061e-01	2.7545e-01
fa2h	6.3061e-01	2.7545e-01
vim	6.3061e-01	2.7546e-01
ccdc3a	6.3062e-01	2.7547e-01
edc4	6.3063e-01	2.7547e-01
notch3	6.3064e-01	2.7548e-01
numb	6.3065e-01	2.7548e-01
tprg1	6.3066e-01	2.7549e-01
arid3a	6.3069e-01	2.7552e-01
cox16	6.3071e-01	2.7553e-01
pex7	6.3071e-01	2.7553e-01
zgc:113223	6.3072e-01	2.7554e-01
fbxw2	6.3072e-01	2.7554e-01
si:ch211-14c7.2	6.3073e-01	2.7555e-01
brpf3b	6.3073e-01	2.7555e-01
si:ch211-154a22.8	6.3075e-01	2.7556e-01
zfp36l1a	6.3075e-01	2.7557e-01
rexo1	6.3077e-01	2.7558e-01
fam19a1a	6.3077e-01	2.7558e-01
zgc:114081	6.3080e-01	2.7560e-01
dcn	6.3082e-01	2.7562e-01
etv1	6.3086e-01	2.7565e-01
rapgef6	6.3087e-01	2.7566e-01
si:ch1073-205c8.5	6.3089e-01	2.7567e-01
rmdn3	6.3091e-01	2.7569e-01
plekhg5b	6.3091e-01	2.7569e-01
si:dkey-31m5.2	6.3091e-01	2.7569e-01
si:dkey-188i13.8	6.3092e-01	2.7569e-01
unc5b	6.3092e-01	2.7570e-01
myl9a	6.3093e-01	2.7570e-01
dhrs9	6.3093e-01	2.7571e-01
tlr20.2	6.3094e-01	2.7571e-01
si:dkey-190j3.6	6.3094e-01	2.7571e-01
phyhd1	6.3094e-01	2.7571e-01
wu:fj29h11	6.3094e-01	2.7571e-01
dennd4c	6.3094e-01	2.7571e-01
si:ch211-270g19.5	6.3097e-01	2.7574e-01
ywhaqb	6.3098e-01	2.7574e-01
si:dkey-117n7.3	6.3099e-01	2.7575e-01
zdhhc8a	6.3099e-01	2.7575e-01
ap1m3	6.3099e-01	2.7575e-01
si:dkey-96n2.1	6.3100e-01	2.7576e-01
mmaa	6.3101e-01	2.7577e-01
ercc4	6.3101e-01	2.7577e-01
fastkd1	6.3103e-01	2.7578e-01
xrcc1	6.3103e-01	2.7578e-01
pth1rb	6.3104e-01	2.7579e-01
smap1	6.3104e-01	2.7579e-01
zgc:91890	6.3106e-01	2.7580e-01
htra3a	6.3108e-01	2.7582e-01
stag1a	6.3108e-01	2.7582e-01
ndufa3	6.3109e-01	2.7583e-01
wu:fc75a09	6.3109e-01	2.7583e-01
si:ch211-213d14.2	6.3110e-01	2.7583e-01
pimr213	6.3111e-01	2.7585e-01
si:dkey-73p2.2	6.3112e-01	2.7585e-01
dync1i1	6.3112e-01	2.7586e-01
adam19b	6.3115e-01	2.7587e-01
BX950205.1	6.3115e-01	2.7588e-01
wdr11	6.3116e-01	2.7588e-01
atp1a1a.4	6.3118e-01	2.7590e-01
rom1b	6.3118e-01	2.7590e-01
si:dkey-94e7.1	6.3119e-01	2.7591e-01
si:rp71-19m20.1	6.3119e-01	2.7591e-01
use1	6.3119e-01	2.7591e-01
si:dkey-234i14.9	6.3120e-01	2.7591e-01
olfm1a	6.3120e-01	2.7591e-01
CU861574.1	6.3121e-01	2.7592e-01
AL844172.1	6.3121e-01	2.7592e-01
itpr1b	6.3121e-01	2.7592e-01
cntnap2a	6.3122e-01	2.7593e-01
camk2n2	6.3123e-01	2.7594e-01
abhd11	6.3125e-01	2.7595e-01
CABZ01052573.1	6.3126e-01	2.7596e-01
si:dkey-208k4.2	6.3126e-01	2.7596e-01
pde6b	6.3127e-01	2.7597e-01
CR352263.1	6.3127e-01	2.7597e-01
esrrd	6.3127e-01	2.7597e-01
lef1	6.3128e-01	2.7598e-01
ndufa11	6.3129e-01	2.7598e-01
si:ch211-11c3.9	6.3130e-01	2.7599e-01
gpc6b	6.3130e-01	2.7599e-01
apoa4b.3	6.3131e-01	2.7600e-01
znf1151	6.3132e-01	2.7600e-01
atg4da	6.3133e-01	2.7601e-01
litaf	6.3135e-01	2.7603e-01
smpd3	6.3137e-01	2.7604e-01
RNF180	6.3137e-01	2.7605e-01
dpp6a	6.3138e-01	2.7605e-01
bicd1a	6.3140e-01	2.7607e-01
cyb5r4	6.3141e-01	2.7608e-01
lrrk1	6.3142e-01	2.7609e-01
stx1b	6.3144e-01	2.7610e-01
capga	6.3144e-01	2.7610e-01
si:dkey-88l16.2	6.3145e-01	2.7611e-01
MYRFL	6.3146e-01	2.7611e-01
si:dkey-93n13.2	6.3146e-01	2.7611e-01
pi4kaa	6.3146e-01	2.7612e-01
si:ch211-266k2.1	6.3147e-01	2.7612e-01
cenpl	6.3148e-01	2.7613e-01
dapk1	6.3150e-01	2.7615e-01
ssbp1	6.3151e-01	2.7615e-01
si:dkey-82j4.2	6.3152e-01	2.7616e-01
wee2	6.3152e-01	2.7616e-01
COQ8A (1 of many)	6.3152e-01	2.7617e-01
FO905040.1	6.3153e-01	2.7617e-01
znf831	6.3154e-01	2.7618e-01
rundc3b	6.3154e-01	2.7618e-01
si:ch73-106k19.2	6.3156e-01	2.7619e-01
slc45a1	6.3156e-01	2.7620e-01
slc44a1b	6.3158e-01	2.7621e-01
map2k4b	6.3158e-01	2.7621e-01
CT027801.2	6.3158e-01	2.7621e-01
irf2bp2b	6.3162e-01	2.7624e-01
si:dkey-83m22.7	6.3162e-01	2.7624e-01
yif1a	6.3162e-01	2.7624e-01
pimr52	6.3163e-01	2.7625e-01
sfswap	6.3163e-01	2.7625e-01
otx2a	6.3164e-01	2.7626e-01
si:ch73-59c19.1	6.3164e-01	2.7626e-01
zgc:158320	6.3167e-01	2.7628e-01
igsf21b	6.3167e-01	2.7628e-01
klhdc8a	6.3173e-01	2.7632e-01
suv39h1b	6.3173e-01	2.7633e-01
tfec	6.3174e-01	2.7633e-01
tshz2	6.3175e-01	2.7634e-01
ftr57	6.3175e-01	2.7634e-01
ptgir	6.3177e-01	2.7636e-01
ccni	6.3177e-01	2.7636e-01
lbx1a	6.3179e-01	2.7637e-01
smyd4	6.3179e-01	2.7637e-01
si:ch211-194m7.4	6.3179e-01	2.7637e-01
dpp6b	6.3180e-01	2.7638e-01
fgfr2	6.3181e-01	2.7639e-01
nitr1i	6.3187e-01	2.7644e-01
cracr2b	6.3188e-01	2.7645e-01
btd	6.3189e-01	2.7645e-01
zswim5	6.3189e-01	2.7645e-01
si:dkey-19b23.10	6.3189e-01	2.7645e-01
hltf	6.3190e-01	2.7646e-01
mal	6.3191e-01	2.7646e-01
fam160a1a	6.3191e-01	2.7646e-01
abi3bpb	6.3191e-01	2.7647e-01
fam169ab	6.3191e-01	2.7647e-01
CABZ01066725.1	6.3192e-01	2.7648e-01
kat8	6.3193e-01	2.7648e-01
BX296549.1	6.3194e-01	2.7649e-01
hspbp1	6.3195e-01	2.7650e-01
ppox	6.3197e-01	2.7652e-01
bub1bb	6.3199e-01	2.7653e-01
zdhhc5b	6.3199e-01	2.7653e-01
pip5k1ab	6.3200e-01	2.7654e-01
six2b	6.3201e-01	2.7655e-01
nedd4a	6.3203e-01	2.7656e-01
si:ch211-194p6.12	6.3204e-01	2.7656e-01
cdc73	6.3205e-01	2.7657e-01
med13a	6.3205e-01	2.7658e-01
slc12a10.3	6.3206e-01	2.7658e-01
rbm18	6.3206e-01	2.7658e-01
dnajc7	6.3206e-01	2.7658e-01
garem	6.3206e-01	2.7658e-01
clcn5a	6.3206e-01	2.7659e-01
parga	6.3207e-01	2.7659e-01
CABZ01056052.1	6.3207e-01	2.7659e-01
si:ch211-227e10.6	6.3208e-01	2.7660e-01
urahb	6.3208e-01	2.7660e-01
slc25a44b	6.3209e-01	2.7660e-01
ankrd27	6.3209e-01	2.7660e-01
si:ch73-379j16.2	6.3209e-01	2.7660e-01
plppr2b	6.3210e-01	2.7662e-01
cldn12	6.3212e-01	2.7663e-01
abr	6.3214e-01	2.7664e-01
pimr51	6.3215e-01	2.7666e-01
tbl1x	6.3215e-01	2.7666e-01
ldb2b	6.3216e-01	2.7666e-01
epg5	6.3216e-01	2.7666e-01
si:dkey-238i5.2	6.3217e-01	2.7667e-01
bbox1	6.3217e-01	2.7667e-01
mpp6a	6.3218e-01	2.7668e-01
rgs4	6.3220e-01	2.7669e-01
zdhhc23a	6.3220e-01	2.7669e-01
CR847844.2	6.3222e-01	2.7671e-01
adamts5	6.3225e-01	2.7673e-01
foxe3	6.3227e-01	2.7674e-01
kazald2	6.3227e-01	2.7675e-01
naf1	6.3228e-01	2.7675e-01
si:dkey-26i24.1	6.3229e-01	2.7676e-01
dusp22b	6.3229e-01	2.7676e-01
tob1b	6.3230e-01	2.7677e-01
ercc5	6.3230e-01	2.7677e-01
si:ch211-181d7.3	6.3230e-01	2.7677e-01
stil	6.3231e-01	2.7678e-01
CABZ01068356.1	6.3231e-01	2.7678e-01
npat	6.3232e-01	2.7679e-01
ap2b1	6.3232e-01	2.7679e-01
timp2b	6.3233e-01	2.7680e-01
lca5	6.3234e-01	2.7680e-01
picalmb	6.3235e-01	2.7681e-01
sult4a1	6.3236e-01	2.7682e-01
si:dkey-83k24.5	6.3236e-01	2.7682e-01
kcnt1	6.3237e-01	2.7683e-01
kcnj3b	6.3238e-01	2.7683e-01
lmod2a	6.3238e-01	2.7683e-01
osgepl1	6.3239e-01	2.7684e-01
si:dkey-77g12.1	6.3240e-01	2.7685e-01
bsnb	6.3241e-01	2.7686e-01
tmem177	6.3241e-01	2.7686e-01
sft2d3	6.3242e-01	2.7686e-01
fam160a2	6.3242e-01	2.7686e-01
LO018550.2	6.3242e-01	2.7686e-01
brap	6.3243e-01	2.7687e-01
srsf7b	6.3245e-01	2.7689e-01
cthrc1a	6.3246e-01	2.7689e-01
commd5	6.3246e-01	2.7689e-01
CABZ01067558.1	6.3250e-01	2.7692e-01
si:cabz01007812.1	6.3252e-01	2.7694e-01
noxo1b	6.3252e-01	2.7694e-01
lrpprc	6.3253e-01	2.7695e-01
cep44	6.3253e-01	2.7695e-01
vegfab	6.3254e-01	2.7696e-01
lrrc75ba	6.3254e-01	2.7696e-01
si:dkey-217f16.6	6.3255e-01	2.7696e-01
dnmt3bb.2	6.3255e-01	2.7697e-01
calhm6	6.3258e-01	2.7698e-01
mafbb	6.3259e-01	2.7699e-01
acap2	6.3260e-01	2.7700e-01
arfgef2	6.3260e-01	2.7700e-01
elovl8b	6.3261e-01	2.7701e-01
tbc1d10aa	6.3261e-01	2.7701e-01
si:dkey-151g22.1	6.3262e-01	2.7702e-01
ccr7	6.3263e-01	2.7703e-01
atp6v1e1b	6.3264e-01	2.7703e-01
mylpfb	6.3264e-01	2.7703e-01
znf1064	6.3264e-01	2.7703e-01
hapln1b	6.3264e-01	2.7704e-01
bfsp2	6.3265e-01	2.7704e-01
phldb2b	6.3265e-01	2.7705e-01
capn7	6.3266e-01	2.7705e-01
prkacbb	6.3266e-01	2.7705e-01
prf1.9	6.3266e-01	2.7705e-01
inpp4ab	6.3267e-01	2.7706e-01
vwa2	6.3267e-01	2.7706e-01
gtpbp2b	6.3268e-01	2.7707e-01
dazap2	6.3268e-01	2.7707e-01
si:dkey-165e24.1	6.3268e-01	2.7707e-01
lta4h	6.3269e-01	2.7707e-01
PLEKHB1	6.3269e-01	2.7708e-01
slc6a1l	6.3270e-01	2.7708e-01
mapk12a	6.3271e-01	2.7709e-01
tubgcp3	6.3272e-01	2.7709e-01
si:ch211-165i18.2	6.3272e-01	2.7710e-01
rims2a	6.3273e-01	2.7710e-01
si:ch211-276a17.5	6.3275e-01	2.7712e-01
thoc5	6.3275e-01	2.7712e-01
fbxl18	6.3275e-01	2.7712e-01
zgc:91860	6.3276e-01	2.7712e-01
SBSPON	6.3276e-01	2.7713e-01
HTR3C	6.3276e-01	2.7713e-01
rnaset2l	6.3276e-01	2.7713e-01
stau1	6.3277e-01	2.7713e-01
CABZ01083944.1	6.3277e-01	2.7714e-01
cxcl11.8	6.3277e-01	2.7714e-01
si:dkey-13m1.5	6.3278e-01	2.7715e-01
EBF1 (1 of many)	6.3280e-01	2.7716e-01
txndc12	6.3281e-01	2.7717e-01
bbs7	6.3282e-01	2.7717e-01
SCYL2	6.3282e-01	2.7718e-01
zgc:153240	6.3283e-01	2.7718e-01
acsl4a	6.3283e-01	2.7719e-01
pip4p2	6.3284e-01	2.7719e-01
ccdc59	6.3284e-01	2.7719e-01
gb:ai877918	6.3285e-01	2.7719e-01
KLHL28	6.3285e-01	2.7720e-01
hdlbpb	6.3287e-01	2.7721e-01
tsc1b	6.3287e-01	2.7721e-01
elmsan1a	6.3287e-01	2.7722e-01
zgc:77375	6.3288e-01	2.7722e-01
or137-1	6.3288e-01	2.7722e-01
mpp1	6.3288e-01	2.7723e-01
si:ch211-189k9.2	6.3290e-01	2.7724e-01
vps8	6.3290e-01	2.7724e-01
dock4b	6.3292e-01	2.7725e-01
ltbp1	6.3292e-01	2.7725e-01
calhm2	6.3292e-01	2.7726e-01
pimr190	6.3295e-01	2.7727e-01
zgc:152986	6.3295e-01	2.7728e-01
pomk	6.3298e-01	2.7730e-01
si:ch73-222f22.2	6.3298e-01	2.7730e-01
slc24a1	6.3299e-01	2.7731e-01
clic5b	6.3299e-01	2.7731e-01
cops5	6.3300e-01	2.7731e-01
si:dkey-204f11.64	6.3300e-01	2.7732e-01
zgc:86598	6.3301e-01	2.7732e-01
si:ch1073-104i17.1	6.3302e-01	2.7733e-01
tnrc6c1	6.3303e-01	2.7734e-01
jhy	6.3304e-01	2.7734e-01
gfap	6.3304e-01	2.7735e-01
peli3	6.3304e-01	2.7735e-01
si:dkey-7i4.14	6.3305e-01	2.7735e-01
pex11b	6.3305e-01	2.7735e-01
glmnb	6.3305e-01	2.7736e-01
si:ch73-380l3.2	6.3305e-01	2.7736e-01
smc5	6.3306e-01	2.7736e-01
rpusd2	6.3306e-01	2.7736e-01
CR352265.1	6.3309e-01	2.7738e-01
si:dkey-85k15.6	6.3309e-01	2.7738e-01
trnau1apb	6.3309e-01	2.7738e-01
s100w	6.3309e-01	2.7739e-01
lama1	6.3310e-01	2.7739e-01
foxk1	6.3310e-01	2.7739e-01
fn1b	6.3311e-01	2.7740e-01
sla2	6.3311e-01	2.7740e-01
tmem41aa	6.3313e-01	2.7742e-01
GRXCR1	6.3314e-01	2.7743e-01
gtpbp3	6.3315e-01	2.7743e-01
pcsk7	6.3318e-01	2.7746e-01
sh3rf2	6.3318e-01	2.7746e-01
ppp1r8b	6.3320e-01	2.7747e-01
slc35c2	6.3321e-01	2.7748e-01
gipr	6.3321e-01	2.7748e-01
sod3a	6.3324e-01	2.7750e-01
si:dkey-189h5.6	6.3328e-01	2.7754e-01
CR847973.1	6.3329e-01	2.7754e-01
enosf1	6.3333e-01	2.7757e-01
si:dkey-266m15.6	6.3333e-01	2.7757e-01
med18	6.3333e-01	2.7758e-01
BX571719.1	6.3334e-01	2.7758e-01
pgpep1l	6.3334e-01	2.7758e-01
si:ch211-114l13.4	6.3335e-01	2.7758e-01
kctd16a	6.3335e-01	2.7759e-01
ptpn2a	6.3335e-01	2.7759e-01
zgc:174573	6.3336e-01	2.7760e-01
si:dkey-222h21.6	6.3336e-01	2.7760e-01
si:ch211-159i8.4	6.3337e-01	2.7760e-01
si:dkey-12j5.1	6.3338e-01	2.7761e-01
masp1	6.3343e-01	2.7765e-01
si:dkey-11o1.2	6.3344e-01	2.7766e-01
si:dkey-3h23.3	6.3344e-01	2.7766e-01
jazf1a	6.3345e-01	2.7766e-01
LO017722.2	6.3345e-01	2.7766e-01
atad3	6.3346e-01	2.7767e-01
si:dkeyp-20g2.1	6.3346e-01	2.7767e-01
si:ch211-165d12.4	6.3346e-01	2.7767e-01
PARD3 (1 of many)	6.3347e-01	2.7768e-01
pkp3b	6.3349e-01	2.7770e-01
si:dkey-10o6.2	6.3349e-01	2.7770e-01
si:ch73-267c23.10	6.3350e-01	2.7771e-01
apln	6.3351e-01	2.7771e-01
CABZ01054394.1	6.3352e-01	2.7772e-01
zcchc11	6.3352e-01	2.7772e-01
RNF5	6.3352e-01	2.7772e-01
CR382383.2	6.3353e-01	2.7773e-01
nsd1b	6.3353e-01	2.7773e-01
syk	6.3353e-01	2.7773e-01
si:dkey-19h16.8	6.3355e-01	2.7774e-01
frem1a	6.3355e-01	2.7774e-01
ccdc13	6.3356e-01	2.7775e-01
sytl1	6.3357e-01	2.7776e-01
vps50	6.3358e-01	2.7777e-01
btg4	6.3359e-01	2.7777e-01
ccng1	6.3359e-01	2.7778e-01
ints8	6.3359e-01	2.7778e-01
si:ch211-283g2.2	6.3360e-01	2.7778e-01
letm2	6.3361e-01	2.7779e-01
sh3gl3b	6.3362e-01	2.7780e-01
sh2b3	6.3362e-01	2.7780e-01
CABZ01076669.1	6.3362e-01	2.7780e-01
tonsl	6.3363e-01	2.7780e-01
si:ch73-314g15.3	6.3363e-01	2.7780e-01
gnb3a	6.3363e-01	2.7780e-01
nr5a1a	6.3363e-01	2.7780e-01
micall2a	6.3365e-01	2.7782e-01
hmgxb3	6.3366e-01	2.7783e-01
or128-4	6.3367e-01	2.7784e-01
CABZ01066926.1	6.3368e-01	2.7785e-01
psme2	6.3369e-01	2.7785e-01
or121-1	6.3369e-01	2.7786e-01
emp2	6.3369e-01	2.7786e-01
mfap3l	6.3370e-01	2.7786e-01
si:ch73-234b20.5	6.3370e-01	2.7786e-01
sp8a	6.3370e-01	2.7786e-01
CABZ01084501.2	6.3370e-01	2.7786e-01
idua	6.3370e-01	2.7787e-01
eea1	6.3371e-01	2.7787e-01
afdna	6.3371e-01	2.7787e-01
hmha1a	6.3372e-01	2.7788e-01
pgm3	6.3373e-01	2.7788e-01
saga	6.3373e-01	2.7788e-01
slc6a16b	6.3373e-01	2.7788e-01
ntng1a	6.3374e-01	2.7789e-01
tnpo2	6.3375e-01	2.7790e-01
si:ch73-93k15.5	6.3375e-01	2.7790e-01
TLR8	6.3375e-01	2.7790e-01
itga6b	6.3376e-01	2.7790e-01
tsen2	6.3378e-01	2.7792e-01
zglp1	6.3378e-01	2.7792e-01
si:dkey-205i10.1	6.3378e-01	2.7793e-01
dhx57	6.3379e-01	2.7793e-01
ugp2a	6.3379e-01	2.7793e-01
cabcoco1	6.3379e-01	2.7793e-01
casq1b	6.3380e-01	2.7794e-01
CR933791.2	6.3381e-01	2.7795e-01
cacna1i	6.3382e-01	2.7795e-01
gcgb	6.3383e-01	2.7796e-01
CCNB1IP1	6.3383e-01	2.7796e-01
vimr2	6.3383e-01	2.7796e-01
rtn4rl2a	6.3383e-01	2.7796e-01
tlr21	6.3384e-01	2.7797e-01
psmg2	6.3385e-01	2.7798e-01
sept7b	6.3387e-01	2.7799e-01
pimr85	6.3387e-01	2.7799e-01
si:ch211-168d1.3	6.3388e-01	2.7800e-01
fgf12a	6.3391e-01	2.7803e-01
nlgn4a	6.3391e-01	2.7803e-01
taf5l	6.3391e-01	2.7803e-01
rps6ka1	6.3392e-01	2.7803e-01
SGPP2	6.3392e-01	2.7804e-01
NMNAT3	6.3392e-01	2.7804e-01
lrrc3ca	6.3396e-01	2.7806e-01
flrt2	6.3399e-01	2.7809e-01
si:ch211-245n8.4	6.3399e-01	2.7809e-01
si:ch73-193i22.1	6.3400e-01	2.7810e-01
asz1	6.3402e-01	2.7811e-01
suox	6.3402e-01	2.7811e-01
GFOD1	6.3404e-01	2.7813e-01
gnao1a	6.3405e-01	2.7814e-01
si:dkey-182g1.2	6.3405e-01	2.7814e-01
sh3bp4a	6.3405e-01	2.7814e-01
si:ch211-185a18.2	6.3406e-01	2.7814e-01
vps54	6.3407e-01	2.7815e-01
sgsh	6.3409e-01	2.7817e-01
p2ry12	6.3409e-01	2.7817e-01
tango2	6.3410e-01	2.7818e-01
NPAS3	6.3411e-01	2.7818e-01
parp2	6.3411e-01	2.7818e-01
tmem222a	6.3412e-01	2.7819e-01
snx7	6.3412e-01	2.7819e-01
igsf9a	6.3413e-01	2.7820e-01
si:ch211-210c8.6	6.3413e-01	2.7820e-01
pimr182	6.3414e-01	2.7821e-01
prune2	6.3415e-01	2.7821e-01
CABZ01072548.1	6.3415e-01	2.7821e-01
b4galt7	6.3415e-01	2.7822e-01
muc13a	6.3420e-01	2.7825e-01
glsl	6.3421e-01	2.7826e-01
ms4a17a.6	6.3421e-01	2.7826e-01
sox6	6.3423e-01	2.7828e-01
tcea3	6.3426e-01	2.7830e-01
arf2a	6.3426e-01	2.7830e-01
